"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"84",8,"Bhayshul Tuten",JAC,"RB25","68","103","84.6","7.2","-"
"85",8,"Jadarian Price",SEA,"RB26","74","100","86.5","7.0","-"
"86",8,"Daniel Jones",IND,"QB26","56","185","80.6","22.6","-"
"87",8,"Carnell Tate",TEN,"WR30","80","117","91.5","9.0","-"
"88",8,"Jacoby Brissett",ARI,"QB27","32","127","83.5","20.6","-"
"89",8,"Jaylen Warren",PIT,"RB27","85","108","93.4","5.3","-"
"90",8,"Chuba Hubbard",CAR,"RB28","73","130","94.6","13.8","-"
"91",8,"Fernando Mendoza",LV,"QB28","70","186","94.7","24.5","-"
"92",8,"Marvin Harrison Jr.",ARI,"WR31","82","111","95.3","6.9","-"
"93",8,"DK Metcalf",PIT,"WR32","79","108","96.1","6.9","-"
"94",8,"Jordyn Tyson",NO,"WR33","84","113","96.2","7.9","-"
"95",9,"Courtland Sutton",DEN,"WR34","77","113","96.5","8.7","-"
"96",9,"Harold Fannin Jr.",CLE,"TE6","80","112","97.0","8.0","-"
"97",9,"Alec Pierce",IND,"WR35","73","121","97.8","10.4","-"
"98",9,"RJ Harvey",DEN,"RB29","72","131","98.2","14.6","-"
"99",9,"Rico Dowdle",PIT,"RB30","85","124","99.7","8.5","-"
"100",9,"Chris Godwin Jr.",TB,"WR36","86","119","101.5","7.7","-"
"101",9,"Michael Wilson",ARI,"WR37","81","127","101.7","10.8","-"
"102",9,"Rhamondre Stevenson",NE,"RB31","84","118","102.3","7.9","-"
"103",9,"Sam LaPorta",DET,"TE7","88","112","102.4","4.9","-"
"104",9,"Kyle Pitts Sr.",ATL,"TE8","86","116","102.7","6.8","-"
"105",9,"Makai Lemon",PHI,"WR38","88","114","102.9","8.1","-"
"106",9,"Kyle Monangai",CHI,"RB32","91","116","103.7","7.1","-"
"107",9,"Tony Pollard",TEN,"RB33","93","130","104.1","7.2","-"
"108",9,"Brian Thomas Jr.",JAC,"WR39","82","121","106.0","8.2","-"
"109",9,"Jakobi Meyers",JAC,"WR40","92","123","110.7","8.4","-"
"110",9,"Blake Corum",LAR,"RB34","98","126","111.8","7.2","-"
"111",9,"Parker Washington",JAC,"WR41","92","144","115.5","13.2","-"
"112",9,"Oronde Gadsden II",LAC,"TE9","104","132","115.8","5.6","-"
"113",9,"Ricky Pearsall",SF,"WR42","102","146","116.6","11.0","-"
"114",9,"Jordan Addison",MIN,"WR43","102","126","117.1","6.3","-"
"115",9,"J.K. Dobbins",DEN,"RB35","91","148","117.6","13.3","-"
"116",9,"Michael Pittman Jr.",PIT,"WR44","101","129","118.3","7.2","-"
"117",9,"Jacory Croskey-Merritt",WAS,"RB36","104","145","120.8","9.4","-"
"118",9,"Dalton Kincaid",BUF,"TE10","103","144","121.6","11.5","-"
"119",9,"Wan'Dale Robinson",TEN,"WR45","93","145","122.0","10.3","-"
"120",10,"Aaron Jones Sr.",MIN,"RB37","110","143","123.8","9.1","-"
"121",10,"Jayden Reed",GB,"WR46","100","144","126.1","11.0","-"
"122",10,"Travis Kelce",KC,"TE11","104","164","127.4","16.0","-"
"123",10,"Jake Ferguson",DAL,"TE12","115","147","128.5","9.4","-"
"124",10,"Kenneth Gainwell",TB,"RB38","104","144","129.1","9.6","-"
"125",10,"Josh Downs",IND,"WR47","96","153","130.0","12.9","-"
"126",10,"Quentin Johnston",LAC,"WR48","105","149","130.2","10.2","-"
"127",10,"George Kittle",SF,"TE13","98","189","133.2","23.1","-"
"128",10,"Isaiah Likely",NYG,"TE14","111","180","133.6","16.8","-"
"129",10,"Rachaad White",WAS,"RB39","101","163","133.9","15.3","-"
"130",10,"Dallas Goedert",PHI,"TE15","116","153","134.1","10.7","-"
"131",10,"Michael Penix Jr.",ATL,"QB29","83","186","112.5","27.1","-"
"132",10,"Geno Smith",NYJ,"QB30","76","186","120.9","33.2","-"
"133",10,"Jayden Higgins",HOU,"WR49","123","152","136.3","8.0","-"
