"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"383",15,"Jackson Hawes",BUF,"TE64","303","303","303.0","0.0","-"
"384",15,"Tommy Tremble",CAR,"TE65","309","309","309.0","0.0","-"
"385",15,"Durham Smythe",BAL,"TE66","312","312","312.0","0.0","-"
"386",15,"Michael Trigg",DAL,"TE67","313","313","313.0","0.0","-"
"387",15,"Robert Henry Jr.",WAS,"RB120","314","314","314.0","0.0","-"
"388",15,"Charlie Kolar",LAC,"TE68","315","345","330.0","15.0","-"
"389",15,"Austin Hooper",ATL,"TE69","321","321","321.0","0.0","-"
"390",15,"Dylan Laube",LV,"RB121","322","322","322.0","0.0","-"
"391",15,"Miles Sanders",FA,"RB122","323","323","323.0","0.0","-"
"392",15,"Tyler Goodson",ATL,"RB123","327","327","327.0","0.0","-"
"393",15,"Demarcus Robinson",SF,"WR155","328","328","328.0","0.0","-"
"394",15,"Elijah Moore",PHI,"WR156","334","334","334.0","0.0","-"
"395",15,"DeAndre Hopkins",BAL,"WR157","335","335","335.0","0.0","-"
"396",15,"Josh Oliver",MIN,"TE70","338","338","338.0","0.0","-"
"397",15,"Jeremy McNichols",WAS,"RB124","349","349","349.0","0.0","-"
