Rank,Team,Player,"Fantasy Position",Games,ADP,Bye,SOS,InjuryRisk,"Floor Proj","Consensus Proj","DS Proj",CeilingProj,"3D Value"
288,WAS,"Luke McCaffrey",WR,17,485.02,12,0%,8%,39.1,23,41,125.5,-9.8
289,NYG,"Malachi Fields",WR,17,21.11,14,0%,0%,34.2,37,40,130.7,-9.8
290,CIN,"Evan McPherson",K,17,86.12,10,0%,0%,135,149,136,166.4,-9.9
291,LAC,"Keaton Mitchell",RB,17,17.06,12,0%,15%,71.3,56,79,170.3,-10
292,CHI,"Kalif Raymond",WR,17,294.05,5,0%,6%,41.6,26,45,113,-10.1
293,NE,"Demario Douglas",WR,17,27.02,14,0%,30%,40.2,69,42,118.5,-10.2
294,ARI,"Arizona Cardinals",DEF,17,25.07,8,0%,0%,93.1,64,93,93.1,-10.3
295,PIT,"Darnell Washington",TE,17,28.04,5,0%,26%,54.9,43,61,109.9,-10.5
296,NO,"Bryce Lance",WR,17,389.04,11,0%,0%,34.3,,38,127.6,-10.6
297,MIA,"Greg Dulcich",TE,17,67.06,12,0%,6%,53.2,39,59,112.4,-10.8
298,UNS,"Noah Brown",WR,17,275.09,18,-,0%,37.7,15,44,110.9,-10.8
299,WAS,"Treylon Burks",WR,17,69.03,12,0%,29%,35.7,13,39,120.1,-11.1
300,CAR,"Carolina Panthers",DEF,17,25.03,14,0%,0%,91.1,73,91,91.1,-11.2
301,CAR,"Xavier Legette",WR,17,486.01,14,0%,82%,37.3,55,39,117.8,-11.2
302,MIA,"Miami Dolphins",DEF,17,23.12,12,0%,0%,90.8,59,91,90.8,-11.4
303,MIA,"Jalen Tolbert",WR,17,70.01,12,0%,0%,35.9,45,40,115.5,-11.5
304,ATL,"Nick Folk",K,17,155.01,5,0%,0%,133.3,141,136,161.8,-11.8
305,NYG,"Calvin Austin III",WR,17,69.06,14,0%,76%,35.1,39,37,118.1,-11.9
306,CIN,"Cincinnati Bengals",DEF,17,25.01,10,0%,0%,88.1,64,88,88.1,-12
307,KC,"Jalen Royals",WR,17,440.01,10,0%,34%,30.4,19,34,124.9,-12.1
308,LVR,"Las Vegas Raiders",DEF,17,24.01,8,0%,0%,90.8,60,91,90.8,-12.3
309,UNS,"Tim Patrick",WR,17,270.05,18,-,6%,33.6,8,38,113.2,-12.3
310,TEN,"Elic Ayomanor",WR,17,18.04,10,0%,56%,33.9,44,36,114.2,-12.6
311,UNS,"Darren Waller",TE,17,335.06,18,-,64%,41.9,54,60,107.7,-12.7
312,UNS,"Sterling Shepard",WR,17,313.05,18,-,82%,35.5,1,42,100.4,-12.7
313,DEN,"Evan Engram",TE,17,282.09,12,0%,67%,54.3,55,59,99.1,-13
314,UNS,"Tyler Lockett",WR,17,339.09,18,-,37%,32.2,51,40,102.7,-13
315,CAR,"Jimmy Horn Jr.",WR,17,439.08,14,0%,0%,33.3,12,35,112.1,-13.1
316,SEA,"Elijah Arroyo",TE,17,439.09,8,0%,35%,47.2,45,51,118.1,-13.2
317,TEN,"Chimere Dike",WR,17,17.05,10,0%,0%,31.9,34,35,111,-13.3
318,LAR,"Jordan Whittington",WR,17,486.02,8,0%,0%,32.9,34,35,111,-13.3
319,CLE,"Isaiah Bond",WR,17,440.02,9,0%,34%,32.3,26,36,107.7,-13.4
320,NYJ,"New York Jets",DEF,17,23.07,9,0%,0%,88.3,57,88,88.3,-13.6
321,TB,"Sean Tucker",RB,17,17.10,9,0%,18%,56.8,41,62,175.9,-13.8
322,DEN,"Jonah Coleman",RB,17,14.08,12,0%,0%,53.9,35,61,177.5,-13.9
323,LVR,"Mike Washington Jr.",RB,17,16.09,8,0%,0%,50.7,45,60,181.2,-13.9
324,TEN,"Joey Slye",K,17,153.11,10,0%,0%,130.3,127,134,158.5,-14.5
325,UNS,"Nick Chubb",RB,17,238.01,18,-,61%,49.1,23,70,154.5,-14.8
326,SEA,"Emanuel Wilson",RB,17,18.05,8,0%,0%,49,38,61,171.4,-14.9
327,NYJ,"Braelon Allen",RB,17,16.04,9,0%,53%,55,66,58,173.7,-14.9
328,UNS,"Jonnu Smith",TE,17,280.01,18,-,60%,40,37,53,106.8,-15.1
329,TB,"Tez Johnson",WR,17,440.09,9,0%,0%,27.1,22,28,110.1,-15.2
330,BUF,"Skyler Bell",WR,17,390.06,7,0%,0%,25.8,29,28,109.4,-15.4
331,UNS,"Najee Harris",RB,17,19.04,18,-,27%,44.9,55,69,151.8,-15.5
332,UNS,"Joe Mixon",RB,17,18.06,18,-,67%,41.3,23,69,154.9,-15.5
333,PHI,"Eli Stowers",TE,17,14.09,9,0%,0%,42,46,48,114.6,-15.5
334,GB,"Savion Williams",WR,17,440.10,5,0%,0%,28.2,16,31,100.4,-15.5
335,UNS,"Hunter Renfrow",WR,17,186.07,18,-,82%,26.1,,33,97.9,-15.7
336,DET,"Kendrick Law",WR,17,389.11,8,0%,0%,25.9,,29,104.4,-15.7
337,HOU,"Xavier Hutchinson",WR,17,529.11,6,0%,0%,26.3,27,27,107.4,-15.8
338,LVR,"Michael Mayer",TE,17,28.02,8,0%,36%,45.5,38,50,104,-16.3
339,SEA,"George Holani",RB,17,468.08,8,0%,0%,32.6,22,41,101.7,0
340,WAS,"Van Jefferson",WR,17,138.08,12,0%,22%,27.5,33,31,94.9,-16.3
341,WAS,"Washington Commanders",DEF,17,22.12,12,0%,0%,86.1,66,86,86.1,-16.4
342,LAC,"Charlie Kolar",TE,17,69.05,12,0%,8%,43.4,19,51,102,-16.4
343,CLE,"Andre Szmyt",K,17,508.01,9,0%,0%,128.6,,133,156.5,-16.5
344,LVR,"Matt Gay",K,17,179.01,8,0%,0%,129.9,141,133,155.1,-16.6
345,ARI,"James Conner",RB,17,12.04,8,0%,88%,56.3,59,68,135.7,-16.6
346,SF,"Demarcus Robinson",WR,17,310.06,14,0%,0%,26.7,26,31,91.2,-16.6
347,CLE,"Cedric Tillman",WR,17,528.04,9,0%,79%,29.8,50,31,89.5,-16.6
348,CIN,"Samaje Perine",RB,17,279.10,10,0%,14%,58.5,52,69,130.8,-16.7
349,DAL,"Jaydon Blue",RB,17,21.05,10,0%,29%,47.4,52,56,161.7,-17
350,GB,"MarShawn Lloyd",RB,17,487.12,5,0%,88%,42.6,30,53,170.3,-17
351,LAC,"KeAndre Lambert-Smith",WR,17,436.10,12,0%,0%,23,9,26,102,-17
352,KC,"Emmett Johnson",RB,17,14.01,10,0%,0%,46.8,30,56,158.7,-17.3
353,ARI,"Reggie Virgil",WR,17,395.07,8,0%,0%,22.3,,26,98.5,-17.4
354,LVR,"Dont'e Thornton Jr.",WR,17,438.12,8,0%,0%,22.3,30,25,99,-17.6
355,PIT,"Roman Wilson",WR,17,485.11,5,0%,9%,24.8,33,28,88.1,-18
356,DET,"Greg Dortch",WR,17,185.11,8,0%,14%,25.3,33,27,87,-18.1
357,DAL,"Jonathan Mingo",WR,17,529.06,10,0%,8%,22.6,6,26,91,-18.1
358,UNS,"Kareem Hunt",RB,17,281.09,18,-,42%,44.4,21,63,136.3,-18.2
359,CIN,"Colbie Young",WR,17,387.01,10,0%,0%,20.2,,24,95.2,-18.3
360,MIA,"Jaylen Wright",RB,17,19.06,12,0%,7%,42.3,40,50,161.9,-18.5
361,UNS,"Taysom Hill",TE,17,269.01,18,-,30%,32.4,6,40,117.3,-18.5
362,KC,"Cyrus Allen",WR,17,389.10,10,0%,0%,18.6,,22,98.3,-18.5
363,NYJ,"Cade York",K,17,61.02,9,0%,0%,128.3,88,131,153.2,-18.6
364,BUF,"Dawson Knox",TE,17,189.02,7,0%,25%,42.2,41,44,102.1,-18.7
365,BAL,"Devontez Walker",WR,17,485.12,7,0%,6%,19.9,19,23,95,-18.7
366,ARI,"Trey Benson",RB,17,14.04,8,0%,45%,47.6,43,55,144,-18.8
367,PHI,"Tank Bigsby",RB,17,17.04,9,0%,17%,42.8,66,45,166.7,-18.9
368,SF,"Jordan Watkins",WR,17,437.08,14,0%,0%,18.1,4,20,96.6,-19.1
369,CAR,"John Metchie",WR,17,68.10,14,0%,8%,23.6,14,24,80.2,-19.6
370,BAL,"Justice Hill",RB,17,184.03,7,0%,36%,55.8,53,60,120,-19.7
371,TEN,"Nicholas Singleton",RB,17,19.01,10,0%,0%,37.1,34,44,163.8,-19.8
372,CHI,"Cole Kmet",TE,17,139.12,5,0%,35%,40.3,42,42,99.8,-19.8
373,MIN,"Tai Felton",WR,17,440.03,6,0%,0%,24,13,25,75.8,-19.8
374,RK,"Eric McAlister",WR,17,392.01,18,-,0%,16.5,19,18,91.8,-20.1
375,CIN,"Mitchell Tinsley",WR,17,521.05,10,0%,0%,16.5,12,18,91.8,-20.1
376,MIA,"Kevin Coleman Jr.",WR,17,392.11,12,0%,0%,17.7,,20,82.8,-20.8
377,JAC,"Josh Cameron",WR,17,390.11,8,0%,0%,16.6,25,19,84.9,-20.8
378,NYJ,"Arian Smith",WR,17,439.02,9,0%,9%,15.7,10,17,87.5,-20.9
379,LVR,"Malik Benson",WR,17,393.06,8,0%,0%,16.9,,20,79.8,-21.1
380,MIA,"Zane Gonzalez",K,17,275.10,12,0%,0%,126.2,124,128,153,-21.2
381,SF,"Jordan James",RB,17,441.07,14,0%,0%,38.7,34,43,150.5,-21.2
382,MIA,"Ollie Gordon II",RB,17,440.04,12,0%,0%,38.4,30,40,153.7,-21.3
383,NYJ,"Mason Taylor",TE,17,14.07,9,0%,72%,38.8,56,40,95.8,-21.4
384,BUF,"Ty Johnson",RB,17,181.09,7,0%,25%,49.7,51,58,108.2,-21.6
385,SF,"Kaelon Black",RB,17,389.09,14,0%,0%,36.9,,41,151.6,-21.6
386,NYJ,"Isaiah Davis",RB,17,488.05,9,0%,0%,49,33,52,121.3,-21.7
387,NYG,"Theo Johnson",TE,17,15.02,14,0%,42%,36.7,49,39,97.7,-21.7
388,KC,"Brashard Smith",RB,17,20.05,10,0%,23%,40.6,30,49,128.6,-21.9
389,LAC,"Derius Davis",WR,17,528.11,12,0%,0%,17.8,5,19,74.8,-21.9
390,MIA,"Theo Wease Jr.",WR,17,425.06,12,0%,0%,13.9,43,16,81.6,-21.9
391,LAR,"Konata Mumpfield",WR,17,434.08,8,0%,0%,15.3,11,16,80.8,-21.9
392,NO,"Ja'Lynn Polk",WR,17,486.04,11,0%,36%,15,,19,74.8,-22.1
393,UNS,"Austin Ekeler",RB,17,252.11,18,-,84%,37.5,24,50,125,-22.4
394,NYG,"Jalin Hyatt",WR,17,27.05,14,0%,27%,13,10,14,79.5,-22.6
395,LAR,"Max Klare",TE,17,21.12,8,0%,0%,35.3,51,38,94.1,-22.7
396,NO,"Kendre Miller",RB,17,20.03,11,0%,43%,32.6,31,41,142.8,-22.8
397,TEN,"K.J. Osborn",WR,17,128.02,10,0%,13%,17.7,,22,60.5,-22.8
398,SF,"Jacob Cowing",WR,17,486.06,14,0%,0%,14.7,1,15,72.8,-23
399,LAR,"CJ Daniels",WR,17,396.08,8,0%,0%,13.9,,16,71.1,-23.2
400,CAR,"Ja'Tavion Sanders",TE,17,487.02,14,0%,76%,35.6,33,38,91,-23.4
401,UNS,"Antonio Gibson",RB,17,134.04,18,-,22%,34.9,2,54,107.4,-23.6
402,ATL,"Atlanta Falcons",DEF,17,25.06,5,0%,0%,74.6,65,75,74.6,-23.7
403,LAR,"Tyler Higbee",TE,17,311.02,8,0%,78%,32.3,42,36,95.1,-23.7
404,CIN,"Erick All",TE,17,487.08,10,0%,0%,31.5,5,37,92.7,-23.8
405,JAC,"LeQuint Allen",RB,17,438.09,8,0%,17%,42.9,19,47,111.8,-24
406,CLE,"Malachi Corley",WR,17,486.05,9,0%,6%,11.9,7,13,69,-24.1
407,PIT,"Kaden Wetjen",WR,17,386.08,5,0%,0%,15,,18,57.5,-24.2
408,NO,"Barion Brown",WR,17,384.12,11,0%,0%,13,,14,65,-24.2
409,KC,"Noah Gray",TE,17,87.03,10,0%,0%,38,38,38,83.6,-24.3
410,MIN,"Demond Claiborne",RB,17,19.08,6,0%,0%,30.8,22,36,137.8,-24.3
411,NYJ,"Isaiah Williams",WR,17,486.09,9,0%,0%,13.6,13,14,64.3,-24.3
412,ATL,"Casey Washington",WR,17,482.12,5,0%,0%,12.2,10,14,66.2,-24.4
413,KC,"Jeff Caldwell",WR,17,391.01,10,0%,0%,10.8,,13,68.3,-24.4
414,NO,"Noah Fant",TE,17,191.01,11,0%,59%,32.4,33,35,91.5,-24.5
415,NYG,"Devin Singletary",RB,17,177.03,14,0%,34%,36.6,26,41,121.9,-24.6
416,GB,"Christopher Brooks",RB,17,501.02,5,0%,0%,35.1,31,39,126.8,-24.6
417,TEN,"Xavier Restrepo",WR,17,439.10,10,0%,0%,10.9,4,12,66.4,-24.7
418,IND,"Deion Burks",WR,17,393.03,11,0%,0%,10.9,27,13,63,-24.8
419,LAC,"Kimani Vidal",RB,17,16.11,12,0%,0%,38.8,37,42,113.8,-25
420,PIT,"Kaleb Johnson",RB,17,19.07,5,0%,9%,29.2,41,33,135.9,-25.2
421,DET,"Dominic Lovett",WR,17,433.10,8,0%,0%,10.1,0,12,60.7,-25.4
422,UNS,"Alexander Mattison",RB,17,184.08,18,-,8%,36.7,,43,108,-25.5
423,NO,"Bub Means",WR,17,484.03,11,0%,0%,11.6,,12,58.8,-25.5
424,NE,"Efton Chism",WR,17,438.11,14,0%,0%,11.3,,12,59.5,-25.5
425,BUF,"Ray Davis",RB,17,18.12,7,0%,15%,26.6,54,36,127.9,-25.7
426,TB,"David Sills V",WR,17,175.07,9,0%,0%,11,,12,57.8,-25.7
427,UNS,"Miles Sanders",RB,17,175.10,18,-,66%,37,53,42,103.7,-26.1
428,BUF,"Mecole Hardman",WR,17,188.07,7,0%,7%,9,,11,56.1,-26.2
429,SEA,"Emmanuel Henderson Jr.",WR,17,394.08,8,0%,0%,9.5,,11,56.1,-26.2
430,IND,"DJ Giddens",RB,17,441.06,11,0%,13%,31.1,30,35,117.3,-26.6
431,BAL,"Adam Randall",RB,17,395.04,7,0%,0%,28.2,,33,122.7,-26.6
432,CAR,"Mitchell Evans",TE,17,441.04,14,0%,0%,29.6,12,31,88.1,-26.6
433,CIN,"Charlie Jones",WR,17,529.03,10,0%,0%,9.4,2,10,53.2,-26.7
434,NO,"Mason Tipton",WR,17,478.07,11,0%,0%,9.3,6,10,51.9,-26.8
435,NE,"Eli Raridon",TE,17,389.03,14,0%,0%,25.9,,30,91.3,-26.9
436,NO,"Oscar Delp",TE,17,394.03,11,0%,0%,25.4,13,30,92.8,-26.9
437,PHI,"Johnny Wilson",WR,17,485.09,9,0%,5%,9.5,,12,47.6,-26.9
438,NO,"Kevin Austin Jr.",WR,17,65.03,11,0%,0%,10.4,20,12,45.1,-27.2
439,PHI,"Quez Watkins",WR,17,135.02,9,0%,6%,8.5,13,10,50.2,-27.2
440,DAL,"DJ Rogers",TE,16,391.12,10,0%,0%,26.3,,31,86.7,-27.4
441,ATL,"Austin Hooper",TE,17,313.04,5,0%,14%,31,27,34,77.4,-27.5
442,DEN,"Justin Joly",TE,17,390.07,12,0%,0%,23.3,23,27,94.4,-27.6
443,ARI,"Harrison Wallace III",WR,17,376.03,8,0%,0%,7.8,,9,47.7,-27.7
444,WAS,"Jerome Ford",RB,17,68.12,12,0%,46%,28.2,42,34,108.8,-27.8
445,PHI,"Darius Cooper",WR,17,405.03,9,0%,0%,10,,11,42.2,-27.8
446,DAL,"Jordan Hudson",WR,17,393.10,10,0%,0%,8.3,,9,45,-27.9
447,MIA,"Tahj Washington",WR,17,482.03,12,0%,0%,7.7,,9,46.8,-27.9
448,DAL,"Anthony Smith",WR,17,382.02,10,0%,0%,7.9,,9,43.9,-28
449,TB,"Eric Rivers",WR,17,394.05,9,0%,0%,7.7,,9,44.2,-28.2
450,IND,"Anthony Gould",WR,17,484.01,11,0%,0%,7,3,8,43,-28.5
451,HOU,"Lewis Bond",WR,17,384.10,6,0%,0%,7.5,,8,40,-28.7
452,SF,"Isaac Guerendo",RB,17,485.01,14,0%,50%,26.7,26,30,106.2,-28.9
453,JAC,"CJ Williams",WR,17,384.01,8,0%,0%,7.2,,9,38.3,-28.9
454,GB,"J. Michael Sturdivant",WR,17,369.09,5,0%,0%,7,,8,36.8,-29.2
455,JAC,"Nate Boerkircher",TE,17,395.06,8,0%,0%,23,,27,85.1,-29.3
456,CAR,"Tommy Tremble",TE,17,93.09,14,0%,0%,23.6,23,26,84.3,-29.6
457,GB,"Luke Musgrave",TE,17,28.03,5,0%,12%,22.3,26,23,90.4,-29.6
458,IND,"Seth McGowan",RB,17,388.12,11,0%,0%,22.7,25,27,106.8,-29.8
459,WAS,"Jeremy McNichols",RB,17,276.07,12,0%,0%,29.4,12,33,89.8,-29.9
460,DAL,"Phil Mafah",RB,17,433.05,10,0%,0%,24.2,6,26,105.4,-29.9
461,ARI,"Elijah Higgins",TE,17,529.01,8,0%,0%,26.3,23,28,77.6,-30
462,UNS,"Will Dissly",TE,17,236.09,18,-,6%,24.8,16,27,80.1,-30.1
463,HOU,"Cade Stover",TE,17,487.03,6,0%,76%,24,19,27,80.1,-30.1
464,CAR,"Trevor Etienne",RB,17,439.06,14,0%,13%,26.6,18,30,90.2,-30.6
465,PIT,"Eli Heidenreich",RB,17,389.01,5,0%,0%,22.8,,27,94,-31
466,LAR,"Jarquez Hunter",RB,17,21.09,8,0%,0%,19.1,17,22,105.5,-31
467,CLE,"Aaron Anderson",WR,17,394.11,9,0%,0%,4.4,,5,27.3,-31.1
468,TEN,"Daniel Bellinger",TE,17,63.05,10,0%,30%,23.9,15,26,75.4,-31.2
469,ATL,"Vinny Anthony II",WR,17,392.07,5,0%,0%,4.5,,5,25.3,-31.2
470,JAC,"Tanner Koziol",TE,17,390.03,8,0%,0%,18.2,,21,87.8,-31.3
471,BUF,"Jackson Hawes",TE,17,437.02,7,0%,0%,16.8,12,19,93.5,-31.3
472,NE,"Jamarion Miller",RB,17,390.05,14,0%,0%,20.8,,24,98.1,-31.4
473,PHI,"Will Shipley",RB,17,488.02,9,0%,8%,23.4,19,25,91.2,-31.6
474,SF,"Kyle Juszczyk",RB,17,368.04,14,0%,0%,30.3,16,34,67.3,-31.8
475,CHI,"Sam Roush",TE,17,394.01,5,0%,0%,21.3,,24,74.3,-32.2
476,NO,"Ty Chandler",RB,17,63.01,11,0%,8%,23.8,9,30,74.4,-32.3
477,NO,"Devin Neal",RB,17,19.03,11,0%,0%,24.7,31,29,73.5,-32.4
478,KC,"Emari Demercado",RB,17,512.05,10,0%,17%,23.4,25,28,77.1,-32.5
479,CIN,"Tanner Hudson",TE,17,215.01,10,0%,0%,21.7,8,24,72.4,-32.6
480,HOU,"Marlin Klein",TE,17,395.01,6,0%,0%,20.9,,24,71.4,-32.9
481,CLE,"Raheim Sanders",RB,17,441.05,9,0%,0%,16.5,11,19,93.6,-33.1
482,WAS,"Ben Sinnott",TE,17,487.05,12,0%,11%,20.8,20,22,72.9,-33.2
483,DAL,"Luke Schoonmaker",TE,17,526.04,10,0%,10%,20.2,19,21,74.4,-33.3
484,KC,"Jaydn Ott",RB,17,389.05,10,0%,0%,15.4,,19,90.7,-33.3
485,NO,"Audric Estime",RB,17,21.06,11,0%,25%,22.3,9,25,73.5,-33.4
486,SF,"Jake Tonges",TE,17,17.09,14,0%,0%,24,,27,57.4,-33.7
487,MIA,"Le'Veon Moss",RB,17,395.05,12,0%,0%,16.3,,19,86.4,-33.7
488,MIN,"Josh Oliver",TE,17,185.09,6,0%,6%,19.3,29,20,71.2,-34.3
489,ATL,"Tyler Goodson",RB,17,64.10,5,0%,0%,14.8,10,17,84.2,-34.5
490,DEN,"Adam Trautman",TE,17,137.11,12,0%,13%,19,19,24,59.5,-35
491,SEA,"Kenny McIntosh",RB,17,530.01,8,0%,0%,16.4,3,18,72.9,-35.2
492,CHI,"Roschon Johnson",RB,17,528.10,5,0%,6%,13.3,24,15,81.3,-35.2
493,WAS,"Robert Henry Jr.",RB,17,389.06,12,0%,0%,12.3,,17,76.3,-35.4
494,CIN,"Tahj Brooks",RB,17,438.10,10,0%,0%,14.1,27,16,78.2,-35.4
495,DET,"Tyler Conklin",TE,17,230.12,8,0%,8%,19.4,13,20,63.2,-35.5
496,LVR,"Roman Hemby",RB,17,389.07,8,0%,0%,13.9,,17,73.7,-35.5
497,HOU,"Jawhar Jordan",RB,17,487.10,6,0%,0%,18.7,24,21,62.2,-35.6
498,TEN,"Michael Carter",RB,17,95.05,10,0%,46%,21,4,24,53.1,-35.7
499,LAR,"Davis Allen",TE,17,530.03,8,0%,0%,16.4,8,18,68.2,-35.8
500,DET,"Brock Wright",TE,17,83.12,8,0%,0%,19.1,20,20,60.2,-36.1
501,BAL,"Matthew Hibner",TE,17,393.11,7,0%,0%,14.7,,17,69.4,-36.1
502,MIA,"Will Kacmarek",TE,17,388.02,12,0%,0%,16.3,,17,67,-36.2
503,HOU,"Noah Whittington",RB,17,387.11,6,0%,0%,12.9,,16,63.8,-36.7
504,JAC,"J'Mari Taylor",RB,17,392.05,8,0%,0%,12.5,,16,65.7,-36.7
505,CLE,"Joe Royer",TE,17,388.01,9,0%,0%,13.9,20,16,65.4,-37.2
506,BAL,"Rasheen Ali",RB,17,488.06,7,0%,0%,11.6,27,13,64.6,-37.4
507,CIN,"Drew Sample",TE,17,183.09,10,0%,11%,15,11,16,63.2,-37.5
508,DEN,"Tyler Badie",RB,17,64.09,12,0%,0%,13.8,9,15,53.6,-37.9
509,TEN,"Kalel Mullings",RB,17,439.11,10,0%,0%,11,8,13,58.1,-38.1
510,WAS,"John Bates",TE,17,92.11,12,0%,0%,12.7,10,14,60.6,-38.8
511,BUF,"Desmond Reid",RB,17,393.08,7,0%,0%,9.6,,11,53,-39.1
512,NO,"CJ Donaldson",RB,17,396.06,11,0%,0%,9,,10,55.2,-39.1
513,PIT,"Riley Nowakowski",TE,17,388.03,5,0%,0%,11.8,,13,60.4,-39.2
514,BAL,"Josh Cuevas",TE,17,396.07,7,0%,0%,11.1,,13,61.6,-39.3
515,NYJ,"Chip Trayanum",RB,17,387.10,9,0%,0%,9.2,,10,50.9,-39.4
516,DEN,"Jaleel McLaughlin",RB,17,497.01,12,0%,17%,12.8,12,13,40.3,-39.6
517,UNS,"Graham Gano",K,16,236.01,18,-,0%,114,64,118,156.3,-39.8
518,TB,"Devin Culp",TE,17,482.04,9,0%,0%,11.5,4,13,57.4,-39.8
519,NE,"Julian Hill",TE,17,501.01,14,0%,0%,14.2,10,15,50.9,-39.9
520,CIN,"Jamal Haynes",RB,17,,10,0%,0%,7.5,,9,48.6,-40.1
521,ARI,"Chad Ryland",K,13,525.09,8,0%,0%,103.4,127,107,147.1,-40.2
522,SF,"Luke Farrell",TE,17,86.10,14,0%,0%,10.3,7,11,57.4,-40.4
523,JAC,"Hunter Long",TE,17,99.10,8,0%,22%,9.9,8,11,57.5,-40.5
524,DAL,"Brevyn Spann-Ford",TE,17,487.07,10,0%,0%,10.8,9,11,54.7,-40.8
525,LAC,"Jaret Patterson",RB,17,99.08,12,0%,35%,7.9,4,9,40.5,-40.8
526,IND,"Will Mallory",TE,17,529.10,11,0%,0%,9.9,5,11,54.1,-41.1
527,CIN,"Jack Endries",TE,17,396.04,10,0%,0%,11.4,19,13,47,-41.4
528,DAL,"Michael Trigg",TE,17,22.01,10,0%,0%,10.3,20,13,45.2,-42
529,KC,"Jared Wiley",TE,17,487.06,10,0%,0%,10.2,5,11,48.2,-42.2
530,ARI,"Tip Reiman",TE,17,484.07,8,0%,0%,8.7,7,10,48.3,-42.7
531,PHI,"Johnny Mundt",TE,17,272.02,9,0%,0%,10.7,6,13,40.3,-42.8
532,PHI,"Grant Calcaterra",TE,17,67.01,9,0%,0%,12.4,10,14,35.3,-43
533,TB,"Bauer Sharp",TE,17,394.12,9,0%,0%,8.8,,10,44.4,-43.2
534,NYG,"Thomas Fidone II",TE,17,434.10,14,0%,0%,6.6,5,7,51.2,-43.3
535,KC,"Jake Briningstool",TE,17,428.08,10,0%,0%,6.3,,7,48.8,-43.8
536,TB,"Payne Durham",TE,17,529.04,9,0%,0%,9.1,7,9,41.1,-43.9
537,DEN,"Dallen Bentley",TE,17,382.06,12,0%,0%,7.9,,9,40.2,-44.2
538,MIA,"Seydou Traore",TE,17,388.07,12,0%,0%,7.1,,8,41.7,-44.5
539,ATL,"Charlie Woerner",TE,17,127.11,5,0%,0%,8.4,8,9,37.4,-44.6
540,NYJ,"Jeremy Ruckert",TE,17,68.11,9,0%,0%,8.9,8,9,32.7,-45.4
541,KC,"John Michael Gyllenborg",TE,17,392.08,10,0%,0%,6.5,,8,34.4,-45.8
542,GB,"RJ Maryland",TE,17,388.06,5,0%,0%,6.5,,8,34.4,-45.8
543,DAL,"Malik Davis",RB,1,37.03,10,0%,0%,2,31,2,5.9,-46
544,IND,"Mo Alie-Cox",TE,17,282.12,11,0%,10%,14.1,7,14,14.1,-46.3
545,CLE,"Carsen Ryan",TE,17,382.03,9,0%,0%,5.4,,7,30.5,-47
546,TEN,"Jaren Kanak",TE,17,389.02,10,0%,0%,5.6,,7,26.5,-47.7
547,IND,"Andrew Ogletree",TE,17,53.11,11,0%,0%,9.7,5,10,9.7,-49
548,MIN,"J.J. McCarthy",QB,2,13.07,6,0%,41%,31.9,86,33,130,-49.2
549,BAL,"Durham Smythe",TE,17,236.11,7,0%,8%,7,7,7,7,-50.6
550,LAR,"Ty Simpson",QB,2,10.12,8,0%,0%,26.9,14,30,98.8,-52.4
551,NYJ,"Cade Klubnik",QB,2,22.05,9,0%,0%,25,,28,83.2,-54.1
552,PIT,"Drew Allar",QB,1,396.02,5,0%,0%,13,,14,44.9,-59.8
553,CLE,"Taylen Green",QB,1,395.02,9,0%,0%,11.5,,14,47.5,-59.8
554,CLE,"Dillon Gabriel",QB,1,440.08,9,0%,0%,12,24,13,42.7,-60.2
555,UNS,"Russell Wilson",QB,17,449.11,18,-,36%,-6.6,13,-7,-14.3,-68.8
556,IND,"Spencer Shrader",K,10,459.11,11,0%,0%,70.6,5,72,97.2,-83.2
557,ARI,"Joshua Karty",K,8,483.08,8,0%,0%,63.4,31,64,89.6,-91.7
558,IND,"Blake Grupe",K,7,521.12,11,0%,0%,56.1,96,57,82.2,-99.9
559,UNS,"Brandon McManus",K,16,357.07,18,-,0%,108.9,68,131,146.9,-170.8
